CHANNEL2,AGE,GENDER,PROVINCE,RACE,total_viewers,avg_duration_minutes,total_views_PerChannel,avg_duration,Viewers_Per_Race
Trace TV,22,male,Western Cape,None,2,1.7575493734285715E9,7,1.7575493734285715E9,7
Channel O,34,male,Western Cape,black,2,1.757548839E9,2,1.757548839E9,2
SawSee,30,male,Gauteng,indian_asian,2,1.7575488935E9,2,1.7575488935E9,2
Cartoon Network,31,male,Gauteng,coloured,2,1.7575489493333333E9,3,1.7575489493333333E9,3
SuperSport Blitz,25,male,Gauteng,indian_asian,2,1.757549432E9,5,1.757549432E9,5
Trace TV,40,male,Gauteng,black,2,1.7575489035E9,2,1.7575489035E9,2
Cartoon Network,41,male,Gauteng,white,2,1.7575495366666667E9,3,1.7575495366666667E9,3
Cartoon Network,19,male,Mpumalanga,black,2,1.75754886E9,2,1.75754886E9,2
SuperSport Blitz,36,male,Limpopo,indian_asian,2,1.757548923E9,2,1.757548923E9,2
Boomerang,23,male,Western Cape,coloured,2,1.75754887E9,2,1.75754887E9,2
Supersport Live Events,31,male,Kwazulu Natal,white,2,1.757548875E9,2,1.757548875E9,2
Cartoon Network,15,male,Kwazulu Natal,black,2,1.75754884E9,2,1.75754884E9,2
Africa Magic,29,male,North West,black,2,1.7575488325E9,2,1.7575488325E9,2
Africa Magic,36,male,Mpumalanga,black,2,1.757548955E9,2,1.757548955E9,2
Supersport Live Events,26,male,Mpumalanga,white,2,1.7575512766666667E9,6,1.7575512766666667E9,6
Supersport Live Events,48,male,Kwazulu Natal,indian_asian,2,1.7575496133333333E9,3,1.7575496133333333E9,3
Supersport Live Events,29,female,Mpumalanga,black,2,1.75754921E9,3,1.75754921E9,3
Channel O,28,male,Eastern Cape,coloured,2,1.7575492695E9,4,1.7575492695E9,4
SuperSport Blitz,37,male,Gauteng,white,2,1.757549023E9,2,1.757549023E9,2
CNN,42,male,Western Cape,black,2,1.757548866E9,2,1.757548866E9,2
Channel O,28,male,Eastern Cape,black,2,1.7575493748E9,5,1.7575493748E9,5
Africa Magic,39,female,Gauteng,black,2,1.7575488345E9,2,1.7575488345E9,2
Boomerang,37,female,Gauteng,white,2,1.7575488915E9,2,1.7575488915E9,2
Cartoon Network,37,male,Kwazulu Natal,indian_asian,2,1.757548905E9,4,1.757548905E9,4
SawSee,41,male,Mpumalanga,black,2,1.757548863E9,2,1.757548863E9,2
ICC Cricket World Cup 2011,44,male,Gauteng,white,2,1.757549733E9,2,1.757549733E9,2
ICC Cricket World Cup 2011,44,male,Gauteng,indian_asian,2,1.75754935E9,3,1.75754935E9,3
Channel O,29,male,Mpumalanga,black,2,1.757549247E9,3,1.757549247E9,3
Trace TV,21,male,Gauteng,coloured,2,1.757550732E9,4,1.757550732E9,4
SuperSport Blitz,18,male,Free State,black,2,1.7575491456E9,5,1.7575491456E9,5
Africa Magic,27,male,Western Cape,coloured,2,1.7575489973333333E9,3,1.7575489973333333E9,3
ICC Cricket World Cup 2011,39,male,Western Cape,None,2,1.7575515565E9,4,1.7575515565E9,4
Boomerang,38,male,Mpumalanga,white,2,1.757548829E9,3,1.757548829E9,3
Africa Magic,22,male,Limpopo,black,2,1.7575488205E9,2,1.7575488205E9,2
Supersport Live Events,45,male,Eastern Cape,black,2,1.7575491745E9,4,1.7575491745E9,4
Boomerang,36,male,Gauteng,None,2,1.7575488365E9,2,1.7575488365E9,2
Cartoon Network,33,female,Gauteng,black,2,1.7575492405E9,2,1.7575492405E9,2
Cartoon Network,34,male,Limpopo,indian_asian,2,1.7575488145E9,2,1.7575488145E9,2
Channel O,38,male,Western Cape,black,2,1.7575502935E9,6,1.7575502935E9,6
Channel O,35,male,Western Cape,black,2,1.757548893E9,2,1.757548893E9,2
Channel O,22,male,Western Cape,coloured,2,1.7575493025E9,2,1.7575493025E9,2
Supersport Live Events,25,male,North West,black,2,1.7575489966666667E9,3,1.7575489966666667E9,3
Trace TV,45,male,Gauteng,black,2,1.757549178E9,2,1.757549178E9,2
SuperSport Blitz,33,male,Western Cape,None,2,1.75754901E9,2,1.75754901E9,2
Cartoon Network,35,female,Western Cape,coloured,2,1.75754888E9,2,1.75754888E9,2
Cartoon Network,38,male,Gauteng,black,2,1.757549255E9,2,1.757549255E9,2
ICC Cricket World Cup 2011,45,male,Gauteng,white,2,1.757551451E9,2,1.757551451E9,2
ICC Cricket World Cup 2011,27,male,Eastern Cape,indian_asian,2,1.757552048E9,3,1.757552048E9,3
CNN,26,female,Gauteng,None,2,1.7575488493333333E9,3,1.7575488493333333E9,3
SawSee,32,male,Gauteng,black,2,1.757549497E9,2,1.757549497E9,2
Channel O,41,male,Kwazulu Natal,black,2,1.7575491915E9,2,1.7575491915E9,2
Break in transmission,32,male,Western Cape,coloured,2,1.757548836E9,2,1.757548836E9,2
Boomerang,40,male,Gauteng,black,2,1.7575500265E9,2,1.7575500265E9,2
ICC Cricket World Cup 2011,24,male,Mpumalanga,white,2,1.757550419E9,4,1.757550419E9,4
SuperSport Blitz,35,female,Mpumalanga,black,2,1.7575488E9,2,1.7575488E9,2
SuperSport Blitz,43,male,Gauteng,black,2,1.75754882E9,2,1.75754882E9,2
Break in transmission,28,male,Kwazulu Natal,indian_asian,2,1.7575489765E9,2,1.7575489765E9,2
E! Entertainment,35,male,Mpumalanga,black,2,1.757548971E9,2,1.757548971E9,2
CNN,30,male,Western Cape,coloured,2,1.7575489055E9,2,1.7575489055E9,2
Supersport Live Events,32,male,Mpumalanga,coloured,2,1.7575490908E9,5,1.7575490908E9,5
Cartoon Network,41,male,Mpumalanga,black,2,1.757549048E9,2,1.757549048E9,2
ICC Cricket World Cup 2011,35,male,Eastern Cape,black,2,1.7575494573333333E9,3,1.7575494573333333E9,3
Channel O,40,male,North West,black,2,1.7575488225E9,2,1.7575488225E9,2
E! Entertainment,38,male,Western Cape,coloured,2,1.757550259E9,2,1.757550259E9,2
Boomerang,42,male,Western Cape,coloured,2,1.757548888E9,2,1.757548888E9,2
Boomerang,37,male,Western Cape,coloured,2,1.757548853E9,2,1.757548853E9,2
CNN,31,male,Limpopo,indian_asian,2,1.757548886E9,3,1.757548886E9,3
Trace TV,31,male,Kwazulu Natal,black,2,1.757549232E9,2,1.757549232E9,2
SuperSport Blitz,41,male,Gauteng,black,2,1.757549288E9,2,1.757549288E9,2
Trace TV,21,male,Gauteng,white,2,1.757548893E9,2,1.757548893E9,2
Channel O,40,male,Mpumalanga,black,2,1.7575521075E9,2,1.7575521075E9,2
Supersport Live Events,33,male,Eastern Cape,white,2,1.757549149E9,2,1.757549149E9,2
Channel O,41,male,Gauteng,indian_asian,2,1.757548929E9,2,1.757548929E9,2
CNN,34,male,Gauteng,indian_asian,2,1.7575503705E9,4,1.7575503705E9,4
SuperSport Blitz,42,male,Kwazulu Natal,black,2,1.757549388E9,2,1.757549388E9,2
Cartoon Network,44,male,Western Cape,coloured,2,1.757548935E9,2,1.757548935E9,2
Trace TV,22,male,Kwazulu Natal,None,2,1.7575490164285715E9,7,1.7575490164285715E9,7
ICC Cricket World Cup 2011,23,male,Eastern Cape,indian_asian,2,1.75754886E9,3,1.75754886E9,3
Trace TV,27,male,Western Cape,black,2,1.757548893E9,3,1.757548893E9,3
CNN,30,male,Gauteng,black,2,1.7575495366666667E9,3,1.7575495366666667E9,3
Supersport Live Events,32,male,Eastern Cape,black,2,1.75754881E9,2,1.75754881E9,2
Supersport Live Events,36,male,Kwazulu Natal,indian_asian,2,1.7575490757142856E9,7,1.7575490757142856E9,7
Supersport Live Events,26,male,Limpopo,black,2,1.757548846E9,2,1.757548846E9,2
SuperSport Blitz,41,male,Eastern Cape,black,2,1.757548993E9,2,1.757548993E9,2
Africa Magic,36,female,Western Cape,black,2,1.757548898E9,2,1.757548898E9,2
SuperSport Blitz,49,male,Western Cape,black,2,1.757548934E9,2,1.757548934E9,2
Channel O,56,male,Gauteng,black,2,1.7575490205E9,2,1.7575490205E9,2
MK,0,None,None,None,2,1.7575490615E9,2,1.7575490615E9,2
Africa Magic,22,male,Mpumalanga,black,2,1.757549623E9,2,1.757549623E9,2
Channel O,50,male,Eastern Cape,black,2,1.7575488525E9,2,1.7575488525E9,2
DStv Events 1,41,male,Gauteng,indian_asian,2,1.7575488475E9,2,1.7575488475E9,2
ICC Cricket World Cup 2011,42,male,Western Cape,coloured,2,1.75754894E9,3,1.75754894E9,3
ICC Cricket World Cup 2011,46,male,Gauteng,white,2,1.757550498E9,2,1.757550498E9,2
Supersport Live Events,23,male,Gauteng,indian_asian,2,1.757550268E9,2,1.757550268E9,2
Trace TV,40,male,Kwazulu Natal,black,2,1.757548877E9,3,1.757548877E9,3
Channel O,35,male,Mpumalanga,black,2,1.757549235E9,3,1.757549235E9,3
SuperSport Blitz,32,male,Limpopo,indian_asian,2,1.757548996E9,2,1.757548996E9,2
Africa Magic,28,male,Kwazulu Natal,black,2,1.757549176857143E9,7,1.757549176857143E9,7
Supersport Live Events,22,male,Gauteng,indian_asian,2,1.757548823E9,2,1.757548823E9,2
M-Net,34,male,Gauteng,black,2,1.7575488875E9,2,1.7575488875E9,2
SuperSport Blitz,22,male,Mpumalanga,black,2,1.757548884E9,4,1.757548884E9,4
